EventNum,Event,Place,Crew,CrewAbbrev,Bow,Stroke,Start,Finish,500m,1000m,1500m,Backup_B,RawTime,PenaltyCode,AdjTime,Delta,Qual,Rank
36,W1x K6,1.0,MSĢ TSV Jūrmala,MSG,40,JAKUBONE Tīna 06,15:15:51.48,15:16:46.30,,,,55.0,00:54.82,,00:54.82,,,
36,W1x K6,2.0,MSĢ TSV Jūrmala,MSG,39,KRŪMIŅA Alma 08,15:15:51.48,15:16:48.26,,,,56.8,00:56.78,,00:56.78,00:01.96,,
37,W1x K7,1.0,MSĢ TSV SASS,SASS,48,METĀLA Dagnija 05,15:17:37.97,15:18:33.51,,,,55.6,00:55.54,,00:55.54,,,
37,W1x K7,2.0,Jelgavas BJSS,JBJSS,51,MINAJEVA Amīna 06,15:17:37.97,15:18:34.51,,,,56.6,00:56.54,,00:56.54,00:01.00,,
38,W1x K8,1.0,MSĢ TSV SASS,SASS,47,POHEVICA Laura 02,15:19:31.17,15:20:26.91,,,,55.7,00:55.74,,00:55.74,,,
38,W1x K8,2.0,MSĢ TSV SASS,SASS,42,LAVRINOVIČA Līva 07,15:19:31.17,15:20:28.92,,,,57.5,00:57.75,,00:57.75,00:02.01,,
39,W1x Q1,1.0,MSĢ TSV SASS,SASS,50,FREIMANE Evija 07,15:21:30.47,15:22:23.65,,,,53.3,00:53.18,,00:53.18,,,
39,W1x Q1,2.0,Jelgavas BJSS,JBJSS,45,BONDARE Beāte 08,15:21:30.47,15:22:25.23,,,,54.9,00:54.76,,00:54.76,00:01.58,,
40,W1x Q2,1.0,Jelgavas BJSS,JBJSS,43,BUMBIERE Kristīne 03,15:23:26.91,15:24:19.15,,,,52.5,00:52.24,,00:52.24,,,
40,W1x Q2,2.0,Jelgavas BJSS,JBJSS,54,SADIGOVA Liāna 08,15:23:26.91,15:24:21.98,,,,55.1,00:55.07,,00:55.07,00:02.83,,
41,W1x Q3,1.0,Daugavpils Sporta skola,DSS,49,SIMANOVIČA Jekaterina 06,15:25:38.60,15:26:32.25,,,,53.7,00:53.65,,00:53.65,,,
41,W1x Q3,2.0,MSĢ TSV Jūrmala,MSG,40,JAKUBONE Tīna 06,15:25:38.60,15:26:33.69,,,,55.1,00:55.09,,00:55.09,00:01.44,,
42,W1x Q4,1.0,MSĢ TSV SASS,SASS,47,POHEVICA Laura 02,15:27:32.58,15:28:25.17,,,,52.8,00:52.59,,00:52.59,,,
42,W1x Q4,2.0,MSĢ TSV SASS,SASS,48,METĀLA Dagnija 05,15:27:32.58,15:28:26.54,,,,54.1,00:53.96,,00:53.96,00:01.37,,
43,W1x S1,1.0,MSĢ TSV SASS,SASS,50,FREIMANE Evija 07,15:29:29.78,15:30:23.72,,,,54.1,00:53.94,,00:53.94,,,
43,W1x S1,2.0,Jelgavas BJSS,JBJSS,43,BUMBIERE Kristīne 03,15:29:29.78,15:30:29.62,,,,01:00.0,00:59.84,,00:59.84,00:05.90,,
44,W1x S2,1.0,Daugavpils Sporta skola,DSS,49,SIMANOVIČA Jekaterina 06,15:32:43.38,15:33:36.24,,,,53.0,00:52.86,,00:52.86,,,
44,W1x S2,2.0,MSĢ TSV SASS,SASS,47,POHEVICA Laura 02,15:32:43.38,15:33:36.30,,,,53.5,00:52.92,,00:52.92,00:00.06,,
45,W1x FB,1.0,Jelgavas BJSS,JBJSS,43,BUMBIERE Kristīne 03,15:38:48.22,15:39:39.62,,,,51.6,00:51.40,,00:51.40,,,
45,W1x FB,2.0,MSĢ TSV SASS,SASS,47,POHEVICA Laura 02,15:38:48.22,15:39:47.29,,,,59.4,00:59.07,,00:59.07,00:07.67,,
46,W1x FA,1.0,MSĢ TSV SASS,SASS,50,FREIMANE Evija 07,15:42:34.33,15:43:24.30,,,,50.3,00:49.97,,00:49.97,,,
46,W1x FA,2.0,Daugavpils Sporta skola,DSS,49,SIMANOVIČA Jekaterina 06,15:42:34.33,15:43:28.61,,,,54.2,00:54.28,,00:54.28,00:04.31,,
